Year,Date,Elevation,Time,Sex,SVL,Tbody,Gravid,Tsurface,Tair
2020,2020/7/25,3400m,16,F,5,36.3,NO,35.6,24
2020,2020/7/25,3400m,16,M,4,36.2,NO,36,21
2020,2020/7/25,3400m,16,M,3.9,38.1,NO,31.2,20.4
2020,2020/7/25,3400m,16,M,4.1,35.5,NO,37.2,23.6
2020,2020/7/25,3400m,16,M,5.7,33.2,NO,33.6,20.6
2020,2020/7/25,3400m,16,F,5.9,34.4,YES,40.2,23.8
2020,2020/7/25,3400m,16,F,5.9,35.1,YES,33.4,15.8
2020,2020/7/25,3400m,16,M,3.9,35.2,NO,30,19.4
2020,2020/7/25,3400m,16,M,6.9,36.8,NO,36.3,21.2
2021,2021/8/1,3400m,16,M,5.3,38.8,NO,36.1,33.2
2021,2021/8/1,3400m,16,M,4.3,38.2,NO,43.7,31.5
2021,2021/8/1,3400m,16,F,4.6,37.3,NO,45.5,33.2
2021,2021/8/1,3400m,16,F,4.1,36.6,NO,47.6,23.4
2021,2021/8/1,3400m,16,F,4.4,35,NO,41.4,25.4
2021,2021/8/1,3400m,16,F,4.9,37.2,NO,38.8,28.8
2021,2021/8/1,3400m,16,M,5.4,39,NO,43.6,27.8
2021,2021/8/1,3400m,16,M,4.2,34.7,NO,35.6,22.1
2021,2021/8/1,3400m,16,M,5.2,38.1,NO,38.6,26.9
2021,2021/8/1,3400m,16,M,5.3,39.8,NO,38.1,22.5
2020,2020/7/2,3400m,16,F,5.6,32.6,NO,37.6,24.2
2020,2020/7/2,3400m,16,F,3.6,34.2,NO,32.2,19.9
2020,2020/7/2,3400m,16,F,3.5,36.9,NO,33.2,21.4
2020,2020/7/2,3400m,16,F,3.3,35.9,NO,32.1,20.2
2020,2020/7/2,3400m,16,F,3.2,36.6,NO,35.5,24.1
2020,2020/7/2,3400m,16,M,4.7,38.4,NO,37.4,22.1
2020,2020/7/2,3400m,16,F,4.6,38.3,NO,35.3,21.8
2020,2020/7/2,3400m,16,F,3.9,36.3,NO,35.2,22.9
2020,2020/7/2,3400m,16,F,6,32.8,NO,35.2,22.9
2020,2020/7/2,3400m,16,F,6.2,35.3,NO,39.1,23.2
2020,2020/7/2,3400m,16,F,5.5,36.2,NO,21.5,16
2020,2020/7/2,3400m,16,F,4.1,37.4,NO,32.2,21.2
2020,2020/7/2,3400m,16,F,6,34.9,NO,33.4,19.3
2020,2020/7/2,3400m,16,F,5.3,34.1,NO,33.8,21
2020,2020/7/2,3400m,16,M,5.7,35.2,NO,32.5,17.4
2020,2020/7/2,3400m,16,M,4.7,35.4,NO,31.4,21.3
2020,2020/7/2,3400m,16,M,4.3,33.4,NO,28.7,22
2020,2020/7/25,3400m,17,M,5.7,36,NO,34.6,21.5
2020,2020/7/25,3400m,17,F,5.9,33.5,YES,29.3,20.6
2020,2020/7/25,3400m,17,M,4.2,35.4,NO,28.8,21.6
2020,2020/7/25,3400m,17,M,4.2,34.6,NO,32.7,19.7
2020,2020/7/25,3400m,17,F,5.2,35.5,NO,41.4,21.5
2020,2020/7/25,3400m,17,M,4.3,34.2,NO,29,19.5
2020,2020/7/25,3400m,17,M,3.9,33.9,NO,38.9,34.5
2020,2020/7/25,3400m,17,M,5.2,37.8,NO,32.4,19
2020,2020/7/25,3400m,17,M,5.8,36.2,NO,33.5,23.2
2020,2020/7/25,3400m,17,M,5.1,35.3,NO,33.7,20.9
2020,2020/7/25,3400m,17,M,4.6,36.9,NO,32.3,23.5
2020,2020/7/25,3400m,17,M,4.4,33.7,NO,30.4,20.4
2020,2020/7/25,3400m,17,M,4,38.4,NO,33.7,21.5
2020,2020/7/25,3400m,17,M,4.1,35.2,NO,30.3,16
2020,2020/7/25,3400m,17,F,4.1,36.2,NO,31.8,20.2
2020,2020/7/25,3400m,17,F,4.1,33.7,NO,30.2,23.1
2020,2020/7/25,3400m,17,M,5.7,37.4,NO,35.4,20.5
2020,2020/7/25,3400m,17,M,5.2,32.4,NO,30.2,21.2
2020,2020/7/25,3400m,17,F,4.2,34.9,NO,26.5,16.2
2020,2020/7/25,3400m,17,F,6,34.1,YES,32.1,21.2
2021,2021/8/1,3400m,17,M,4.9,32.5,NO,27.5,25.5
2021,2021/8/1,3400m,17,M,5.1,34.5,NO,26.9,21
2021,2021/8/1,3400m,17,F,5,36.5,NO,38.8,25
2021,2021/8/1,3400m,17,M,5.7,35.9,NO,32.9,22.2
2021,2021/8/1,3400m,17,M,5.1,36.7,NO,34.2,24.8
2021,2021/8/1,3400m,17,F,5,34.5,NO,30.2,21
2020,2020/7/25,3400m,18,F,5.4,33.6,YES,32.4,21.8
2020,2020/7/25,3400m,18,M,5.1,34.1,NO,33.2,23.5
2020,2020/7/25,3400m,18,F,5,34.5,YES,33.3,21.1
2020,2020/7/25,3400m,18,M,5.2,34.7,NO,28.6,21.3
2020,2020/7/25,3400m,18,F,6,33.2,YES,28.5,22.2
2020,2020/7/25,3400m,18,M,4,32.2,NO,18.3,16.1
2020,2020/7/25,3400m,18,F,4.2,33.8,NO,29.3,23.3
2020,2020/7/25,3400m,18,M,5.8,34.6,NO,30.9,22
2020,2020/7/25,3400m,18,M,4.1,32.6,NO,26.6,22.1
2020,2020/7/25,3400m,18,F,6.2,33.2,YES,28.4,21.6
2020,2020/7/25,3400m,18,F,5.2,33.5,YES,28.5,20.8
2020,2020/7/25,3400m,18,F,6,35.4,YES,29.2,23.8
2020,2020/7/25,3400m,18,F,4.7,33.3,NO,28.5,21.2
2020,2020/7/25,3400m,18,F,4,35,NO,33.3,22.3
2020,2020/7/25,3400m,18,F,4.4,33.1,NO,37.3,22.2
2020,2020/7/25,3400m,18,F,6,32.8,YES,31.1,21.9
2020,2020/7/25,3400m,18,F,4.2,24.4,NO,22.1,21.5
2020,2020/7/25,3400m,18,F,5.6,34.2,YES,26.3,22.1
2020,2020/7/25,3400m,18,M,4,34.1,NO,29.9,22.9
2020,2020/7/25,3400m,18,M,4,33.4,NO,25.7,22.3
2020,2020/7/25,3400m,18,F,5.3,32,NO,26.1,23.2
2020,2020/7/25,3400m,18,F,4.9,33.3,NO,27.4,17.5
2020,2020/7/25,3400m,18,M,5.8,33.4,NO,26.8,18.9
2021,2021/8/1,3400m,18,M,4.7,35.5,NO,23.5,21
2021,2021/8/1,3400m,18,F,5.1,34.2,NO,24,20
2021,2021/8/1,3400m,18,M,4.2,32.7,NO,22.1,20.5
2021,2021/8/1,3400m,18,M,3.7,33.6,NO,23.4,20
2021,2021/8/1,3400m,18,F,4.5,34,NO,22.2,21
2021,2021/8/1,3400m,18,F,4.7,33.5,NO,21,20
2020,2020/6/29,3400m,18,M,4.8,30,NO,19.2,14.4
2020,2020/7/25,3400m,19,F,5.4,31.4,YES,26.6,18.4
2020,2020/7/25,3400m,19,F,5.4,34,YES,26.6,16
2020,2020/7/25,3400m,19,M,4.9,31.3,NO,19.5,15.4
2020,2020/7/25,3400m,19,M,4.2,32.9,NO,22.1,15
2020,2020/7/25,3400m,19,F,5.3,32,YES,21.9,21.4
2020,2020/7/25,3400m,19,M,3.9,33.3,NO,23.4,15.9
2020,2020/7/25,3400m,19,F,4.7,32.9,NO,19.4,16
2020,2020/7/26,3400m,19,F,6.2,29.8,YES,24.2,18.3
2020,2020/7/26,3400m,19,F,5,27.4,NO,18.7,19.7
2020,2020/7/26,3400m,19,M,3.9,36.8,NO,17.5,16.2
2020,2020/7/26,3400m,19,F,5.4,30.4,YES,17.5,16.2
2020,2020/7/26,3400m,19,F,5.4,29.9,YES,19.9,18.5
2020,2020/7/26,3400m,19,F,5.2,29.7,YES,21.7,19
2020,2020/7/26,3400m,19,F,4.4,26.2,NO,21.6,18.3
2020,2020/7/26,3400m,19,M,3.9,30,NO,28.7,18.6
2021,2021/8/1,3400m,19,F,5,32,NO,20.9,18
2021,2021/8/1,3400m,19,F,4.2,31.5,NO,21,19.1
2020,2020/8/2,4200m,8,F,5.9,26.9,YES,13.3,9.3
2020,2020/8/2,4200m,8,F,5,13.5,NO,10.6,9
2020,2020/8/2,4200m,8,F,4,31.9,NO,17.3,10.7
2021,2021/7/17,4200m,8,F,4.4,33.2,NO,14.7,13.6
2021,2021/7/17,4200m,8,F,4,34.5,NO,17.1,15
2021,2021/7/17,4200m,8,F,5.6,30.5,YES,12,10.8
2021,2021/7/17,4200m,8,F,3.9,35.2,NO,19.7,15.4
2021,2021/7/17,4200m,8,F,5.5,33.3,YES,18.7,14.2
2020,2020/8/1,4200m,9,F,5.8,32,YES,11.6,7.1
2020,2020/8/2,4200m,9,F,6.1,30.6,YES,17.8,7.3
2020,2020/8/2,4200m,9,F,4.4,29.6,NO,17,10.5
2020,2020/8/2,4200m,9,M,4.5,32.4,NO,15.3,9.1
2020,2020/8/2,4200m,9,M,4,33.2,NO,17.8,11.6
2020,2020/8/2,4200m,9,F,5.4,32.5,YES,18.1,9.8
2020,2020/8/2,4200m,9,F,4.2,33.3,NO,18.1,12.4
2020,2020/8/2,4200m,9,M,5.5,34.1,NO,20.8,9.2
2020,2020/8/2,4200m,9,M,5.1,35.2,NO,21.5,14.5
2020,2020/8/2,4200m,9,F,5.5,32.3,YES,21,15.7
2021,2021/7/17,4200m,9,F,3.8,32.6,NO,18.6,13.9
2021,2021/7/17,4200m,9,F,3.9,30.2,NO,21.8,15.6
2021,2021/7/17,4200m,9,M,5.5,36.2,NO,20.4,16.8
2021,2021/7/17,4200m,9,F,4.1,34.3,NO,19.9,15.6
2021,2021/7/17,4200m,9,F,4,35.1,NO,24,17.9
2021,2021/7/17,4200m,9,M,4.1,33.5,NO,29.1,17.8
2021,2021/7/17,4200m,9,F,5.7,34.5,YES,24,14.6
2021,2021/7/17,4200m,9,F,5.1,36.1,NO,25.1,16.7
2020,2020/8/1,4200m,10,M,4.5,30.4,NO,16.4,8.3
2020,2020/8/1,4200m,10,F,4.2,31.4,NO,19.4,8.8
2020,2020/8/1,4200m,10,M,5.8,31,NO,18.2,12.2
2020,2020/8/1,4200m,10,M,4.8,34.1,NO,19,10.9
2020,2020/8/1,4200m,10,M,5.1,30.8,NO,16.3,9.1
2020,2020/8/1,4200m,10,F,3.9,31.6,NO,21.5,10.4
2020,2020/8/2,4200m,10,F,5.8,34.4,YES,17.9,10.5
2020,2020/8/2,4200m,10,F,5.5,33.6,YES,25.2,14.4
2020,2020/8/2,4200m,10,F,4,34.9,NO,20.6,11.2
2020,2020/8/2,4200m,10,M,5.1,37.1,NO,20.6,12.4
2020,2020/8/2,4200m,10,F,3.5,25.6,NO,18.4,10.2
2021,2021/7/17,4200m,10,M,5.7,37.3,NO,27.1,18
2021,2021/7/17,4200m,10,F,6.2,34.9,YES,28.3,16.6
2021,2021/7/17,4200m,10,M,4.1,35.6,NO,29.9,15
2021,2021/7/17,4200m,10,F,5.8,33.5,YES,26.9,15.9
2021,2021/7/17,4200m,10,F,4.2,35.8,NO,26.4,17.4
2021,2021/7/17,4200m,10,F,4.3,34,NO,23.7,18.1
2021,2021/7/17,4200m,10,F,5.2,35.7,NO,27.2,19.3
2021,2021/7/17,4200m,10,F,4.2,37,NO,33.8,20.9
2021,2021/7/17,4200m,10,M,4.3,35,NO,28,20.6
2021,2021/7/17,4200m,10,F,3.9,36.8,NO,34.3,18.1
2021,2021/7/17,4200m,10,M,5.7,36.6,NO,31.4,20.8
2021,2021/7/17,4200m,10,F,5.3,35.1,YES,24.6,16.5
2021,2021/7/17,4200m,10,M,5.5,36.1,NO,25.3,19.7
2020,2020/8/1,4200m,11,M,5,35.1,NO,24.5,11.7
2020,2020/8/1,4200m,11,F,4.1,31.9,NO,26.4,15.3
2020,2020/8/1,4200m,11,F,4.3,37,NO,28,12.3
2020,2020/8/1,4200m,11,F,5.9,30.8,NO,24.9,14.3
2020,2020/8/1,4200m,11,M,3.7,32.2,NO,24.4,16.1
2020,2020/8/1,4200m,11,F,5.7,30.4,YES,18.7,11.3
2020,2020/8/1,4200m,11,M,5.6,35.5,NO,23.3,14.2
2020,2020/8/1,4200m,11,M,5.9,36.8,NO,25.2,17.7
2020,2020/8/1,4200m,11,F,4.9,36.8,NO,26,12.8
2021,2021/7/16,4200m,11,F,3.7,34,NO,21,14.3
2021,2021/7/16,4200m,11,M,5.5,36.8,NO,25.2,17.5
2021,2021/7/16,4200m,11,F,5.3,33,YES,24.9,20.5
2021,2021/7/16,4200m,11,M,5.1,30.9,NO,24,17.5
2021,2021/7/17,4200m,11,F,3.9,35.1,NO,30.2,19.8
2021,2021/7/17,4200m,11,M,5.3,36.8,NO,34.2,13.3
2021,2021/7/17,4200m,11,M,4.2,36.7,NO,31.5,23.1
2021,2021/7/17,4200m,11,M,5.8,39.5,NO,26.4,16.9
2021,2021/7/17,4200m,11,F,5.2,36.7,NO,29.5,19.7
2021,2021/7/17,4200m,11,F,4.2,35.3,NO,28.7,16.8
2021,2021/7/17,4200m,11,M,4.5,36.5,NO,27.9,18.9
2021,2021/7/17,4200m,11,F,5.1,36.8,NO,34.8,22.2
2020,2020/7/30,4200m,12,F,6,26.3,YES,21.5,15.1
2020,2020/7/30,4200m,12,F,4.1,36.8,NO,26.2,14
2020,2020/7/30,4200m,12,F,3.8,32.2,NO,24.9,12.2
2020,2020/7/30,4200m,12,F,3.1,33.7,NO,24.9,16.7
2020,2020/8/1,4200m,12,M,5.4,32.9,NO,23.1,18.8
2020,2020/8/1,4200m,12,F,3.1,32.3,NO,17.5,14.2
2020,2020/8/1,4200m,12,F,5.6,35.7,YES,24.7,17.7
2020,2020/8/1,4200m,12,F,6,29.8,YES,23.4,17.4
2020,2020/8/1,4200m,12,F,4.2,35.8,NO,21.5,12.3
2021,2021/7/17,4200m,12,M,3.7,36,NO,32,18.6
2021,2021/7/17,4200m,12,M,5.9,35.7,NO,35,20
2021,2021/7/17,4200m,12,F,5.7,38.1,NO,32.7,22.7
2021,2021/7/17,4200m,12,F,4.4,39,NO,38.7,21.6
2021,2021/7/17,4200m,12,M,5.6,33.8,YES,28.4,23.2
2021,2021/7/17,4200m,12,M,4.4,36,NO,35.4,22
2021,2021/7/17,4200m,12,M,4,35.8,NO,32.5,22.8
2021,2021/7/17,4200m,12,F,3.9,37.6,NO,42.6,25.1
2021,2021/7/17,4200m,12,M,4.3,36.8,NO,42.7,21.2
2021,2021/7/17,4200m,12,F,4.5,37.2,NO,36.8,19.3
2021,2021/7/17,4200m,12,M,4.3,35.3,NO,42.2,24.3
2020,2020/7/30,4200m,13,M,3.9,32.6,NO,28.2,15.1
2020,2020/7/30,4200m,13,F,4.2,34,NO,26,17.4
2020,2020/7/30,4200m,13,F,4.9,34.5,NO,28.3,15
2020,2020/7/30,4200m,13,F,5.3,36.1,NO,24.7,15.2
2020,2020/7/30,4200m,13,F,4,32.8,NO,23.3,14.5
2020,2020/7/30,4200m,13,F,4.9,35.1,NO,24.8,17.6
2020,2020/7/30,4200m,13,M,5.3,30.7,NO,25.7,19.7
2020,2020/8/1,4200m,13,F,5.5,34.2,YES,35.7,16.1
2020,2020/8/1,4200m,13,F,4.1,35.6,NO,26.3,12
2020,2020/8/1,4200m,13,F,4.4,35.2,NO,33.9,16.6
2020,2020/8/1,4200m,13,F,5.1,36.3,NO,40,17.6
2021,2021/7/17,4200m,13,M,5.5,38.9,NO,33.9,18.7
2021,2021/7/17,4200m,13,M,5.9,37.3,NO,31.7,16.2
2021,2021/7/17,4200m,13,M,5.6,34.2,NO,31.2,25.8
2021,2021/7/17,4200m,13,F,5.5,35.4,NO,36,17.2
2021,2021/7/17,4200m,13,F,4,36.3,NO,37.7,19.3
2021,2021/7/17,4200m,13,M,6.1,34.2,NO,28.8,19.1
2021,2021/7/17,4200m,13,F,4.4,36.3,NO,44.7,22.7
2021,2021/7/17,4200m,13,F,3.8,35.8,NO,37.8,25
2021,2021/7/17,4200m,13,F,4.1,36,NO,28.7,17.2
2020,2020/7/30,4200m,14,F,5.4,34,YES,29.2,16
2020,2020/7/30,4200m,14,M,4.8,37.3,NO,26.7,15.7
2020,2020/7/30,4200m,14,F,4.1,35.5,NO,30.2,17
2020,2020/7/30,4200m,14,F,6,38,YES,26.3,18.6
2020,2020/7/30,4200m,14,F,6.1,35.1,YES,34,18.4
2020,2020/7/30,4200m,14,M,5.6,35.1,NO,25.7,15.8
2020,2020/7/30,4200m,14,F,6.4,34.2,YES,30.8,18.1
2020,2020/7/30,4200m,14,F,4.2,32.4,NO,21.5,13.9
2020,2020/7/30,4200m,14,F,6,34.9,YES,25.2,17.5
2020,2020/7/30,4200m,14,M,5.8,35.7,NO,35,18.3
2021,2021/7/17,4200m,14,F,4,37,NO,40,12.8
2021,2021/7/17,4200m,14,M,6.1,35.2,NO,44.1,23.2
2021,2021/7/17,4200m,14,M,4.4,34.9,NO,40.1,21.7
2021,2021/7/17,4200m,14,F,5.6,32.7,YES,34.9,20.2
2021,2021/7/17,4200m,14,M,4.5,36.6,NO,36.1,20.4
2021,2021/7/17,4200m,14,M,4.9,35.7,NO,34.1,16.4
2021,2021/7/17,4200m,14,F,3.7,34.6,NO,31.3,22.4
2021,2021/7/17,4200m,14,M,5.4,35.4,NO,34.6,22.8
2021,2021/7/17,4200m,14,M,5.3,37.3,NO,35.4,19.9
2020,2020/7/30,4200m,15,M,4.3,38,NO,31.1,15.5
2020,2020/7/30,4200m,15,M,6.2,35.8,NO,36.5,16
2020,2020/7/30,4200m,15,M,5.7,34.5,NO,46.4,18.6
2020,2020/7/30,4200m,15,F,4.9,35.6,NO,38.3,19.7
2020,2020/7/30,4200m,15,M,5.6,36.8,NO,35.4,17.8
2020,2020/7/30,4200m,15,M,6,38.7,NO,35.6,24
2020,2020/7/30,4200m,15,F,5.6,33.7,NO,23.2,16.3
2020,2020/7/30,4200m,15,F,6,26.8,YES,31.4,18.9
2020,2020/7/30,4200m,15,M,5.5,36.9,NO,28.6,15.7
2020,2020/7/30,4200m,15,F,6.5,32.8,YES,20.9,17.3
2020,2020/7/30,4200m,15,F,3.4,29.6,NO,27.6,16.6
2021,2021/7/17,4200m,15,M,6.1,38.7,NO,39.8,23.7
2021,2021/7/17,4200m,15,F,5.4,36.2,NO,39.2,25.3
2021,2021/7/17,4200m,15,F,5.1,37.5,NO,38.5,17.9
2021,2021/7/17,4200m,15,M,5.3,35.2,NO,37.5,22.7
2021,2021/7/17,4200m,15,M,5.4,37.7,NO,35,29.5
2021,2021/7/17,4200m,15,M,5.4,38.2,NO,36.9,18.1
2021,2021/7/17,4200m,15,M,5.6,36.7,NO,31.7,23.9
2021,2021/7/17,4200m,15,F,3.8,34.6,NO,37.5,19.6
2021,2021/7/17,4200m,15,F,6,34.2,YES,38.1,21.3
2020,2020/7/30,4200m,16,M,5.9,33.8,NO,33.5,17.6
2020,2020/7/30,4200m,16,M,5.3,33.3,NO,25.8,11.8
2020,2020/7/30,4200m,16,F,5.3,33.8,YES,24.8,11.1
2020,2020/7/30,4200m,16,F,3.9,35.1,NO,25.1,15.5
2020,2020/7/30,4200m,16,F,5.9,32.1,YES,26.7,16.6
2020,2020/7/30,4200m,16,F,4.3,31.9,NO,22.9,15.6
2021,2021/7/17,4200m,16,F,5.8,32.3,YES,32.2,15.4
2021,2021/7/17,4200m,16,M,4.2,35.2,NO,37.6,18.8
2021,2021/7/17,4200m,16,M,6.1,35.3,NO,41.5,25.8
2021,2021/7/17,4200m,16,M,3.7,30.8,NO,27.9,21.9
2021,2021/7/17,4200m,16,F,5.5,32.9,YES,38.1,26.4
2021,2021/7/17,4200m,16,M,5.5,36.4,NO,40.3,21.2
2021,2021/7/17,4200m,16,F,4.1,36.3,NO,36.5,16.2
2021,2021/7/17,4200m,16,M,4.4,35.4,NO,37.8,26.9
2021,2021/7/17,4200m,16,F,3.7,33.1,NO,30.1,19.5
2021,2021/7/17,4200m,16,M,5.4,34.3,NO,27.7,11.8
2020,2020/7/30,4200m,17,F,6.1,30.7,YES,23.7,12.9
2020,2020/7/30,4200m,17,M,5.4,33.8,NO,27.9,13.2
2020,2020/7/30,4200m,17,F,5.9,34.3,YES,32.1,14.8
2020,2020/7/30,4200m,17,M,5.4,36.4,NO,23.3,5.8
2020,2020/7/30,4200m,17,F,5.9,34.6,YES,27.9,16.2
2020,2020/7/30,4200m,17,F,5.9,33.4,YES,27.5,15.4
2020,2020/7/30,4200m,17,F,4.3,32.3,NO,18,9.3
2020,2020/7/30,4200m,17,M,5.9,36.8,NO,28.7,16.1
2020,2020/7/30,4200m,17,M,5.6,32.3,NO,18.2,11.6
2021,2021/7/17,4200m,17,M,5.9,34.3,NO,28.5,15.2
2021,2021/7/17,4200m,17,F,4.1,35.4,NO,27.6,21.8
2021,2021/7/17,4200m,17,F,5.2,34.7,YES,32.4,25.4
2021,2021/7/17,4200m,17,F,6.2,32.5,YES,28,19.5
2021,2021/7/17,4200m,17,M,5.7,31.1,NO,28.7,16.3
2021,2021/7/17,4200m,17,M,5.5,35.1,NO,32.5,27.4
2021,2021/7/17,4200m,17,F,4.3,37.3,NO,29.9,16.9
2021,2021/7/17,4200m,17,M,4.1,35,NO,27.9,25
2021,2021/7/17,4200m,17,M,4.4,34.2,NO,34.5,21.6
2020,2020/7/30,4200m,18,M,5.6,33.4,NO,24.1,15.8
2020,2020/7/30,4200m,18,F,5.3,29.6,YES,24.5,16.6
2020,2020/7/30,4200m,18,M,5.4,34.2,NO,26.2,15.8
2020,2020/7/30,4200m,18,F,5.4,33.5,YES,23.7,15.6
2020,2020/7/30,4200m,18,F,5.7,31.5,YES,25.9,14.5
2020,2020/7/30,4200m,18,M,5.4,34.5,NO,26.1,17
2020,2020/7/30,4200m,18,F,3.5,31.4,NO,19.8,16.5
2020,2020/7/30,4200m,18,F,4,28.4,NO,18.2,14.7
2020,2020/7/30,4200m,18,F,6.2,34.1,YES,23.7,13.5
2020,2020/7/30,4200m,18,M,4.2,30.7,NO,19,13.3
2021,2021/7/17,4200m,18,F,3.7,33,NO,29.9,19.9
2021,2021/7/17,4200m,18,M,4.6,35,NO,26.7,17.7
2021,2021/7/17,4200m,18,F,5.5,36.6,NO,26.8,17.2
2021,2021/7/17,4200m,18,M,4.5,34.5,NO,23.8,15.5
2021,2021/7/17,4200m,18,M,4.2,32.9,NO,24.5,11.3
2021,2021/7/17,4200m,18,F,4,31,NO,26.8,13.3
2021,2021/7/17,4200m,18,M,4.3,32,NO,25.9,15.3
2021,2021/7/17,4200m,18,F,4.4,34.2,NO,23.1,17.5
2021,2021/7/17,4200m,18,M,4.8,34.5,NO,23.4,13
2021,2021/7/17,4200m,18,M,5.4,33.9,NO,17.6,14.1
2021,2021/7/17,4200m,18,F,5.3,32.7,YES,27,12.8
2021,2021/7/17,4200m,18,M,4.2,33.8,NO,22.7,14.2
2020,2020/7/30,4200m,19,F,6.3,32.6,YES,14.3,13.9
2020,2020/8/2,4200m,19,M,4.5,33.6,NO,27.3,18.8
2020,2020/8/2,4200m,19,M,5.1,34.9,NO,25.6,16.3
2020,2020/8/2,4200m,19,M,4.5,31.9,NO,20.7,19.5
2020,2020/8/2,4200m,19,F,4.3,24.2,NO,21,17.4
2021,2021/7/17,4200m,19,M,5.4,31.6,NO,22,14.4
2021,2021/7/17,4200m,19,F,3.9,29.3,NO,23.5,18.3
2021,2021/7/17,4200m,19,F,5,31.1,NO,21.2,16.1
2021,2021/7/17,4200m,19,F,5.7,34.5,YES,22,16.5
2021,2021/7/17,4200m,19,F,4.1,34.7,NO,25,14.5